"Chapter Title","Sub-Chapter Title","sutra_no","sb_verse_no","sb_verse_roman","sb_verse_devanagari","sb_verse_synonyms","sb_verse_translation"
"Chapter Eleven","","3.3.51","3.32.33","tasmat tvam sarva-bhavena bhajasva paramesthinam tad-gunasrayaya bhaktya bhajaniya-padam bujam","तस्मत् त्वम् सर्व-भवेन भजस्व परमेस्थिनम् तद्-गुनस्रयय भक्त्य भजनिय-पदम् बुजम्","tasmat--therefore; tvam--you (Devahuti); sarva-bhavena--with loving ecstasy; bhajasva--worship; paramesthinam--the Supreme Personality of Godhead; tat-guna--the qualities of the Lord; asrayaya--connected with; bhaktya--by devotional service; bhajaniya--worshipable; pada-ambujam-- whose lotus feet. TRANSLATION y dear mother, I therefore advise that you take shelter of the Supreme Personality of Godhead, for His lotus feet are worth worshiping. Accept this with all devotion and love, for thus you can be situated in transcendental devotional service. AS DEATH ALONE DOES NOT GIVE LIBERATION, SO ALSO ORDINARY KNOWLEDGE (BASED UPON MATERIAL SENSES, MIND AND INTELLIGENCE) OF THE SUPREME LORD DOES NOT GIVE LIBERATION. REAL LIBERATION MEANS FREEDOM FROM THE SUBTLE MATERIAL COVERINGS OF THE SOUL. THIS IS ACHIEVED BY PURE DEVOTIONAL SERVICE.","y dear mother, I therefore advise that you take shelter of the Supreme Personality of Godhead, for His lotus feet are worth worshiping. Accept this with all devotion and love, for thus you can be situated in transcendental devotional service. AS DEATH ALONE DOES NOT GIVE LIBERATION, SO ALSO ORDINARY KNOWLEDGE (BASED UPON MATERIAL SENSES, MIND AND INTELLIGENCE) OF THE SUPREME LORD DOES NOT GIVE LIBERATION. REAL LIBERATION MEANS FREEDOM FROM THE SUBTLE MATERIAL COVERINGS OF THE SOUL. THIS IS ACHIEVED BY PURE DEVOTIONAL SERVICE."
"Chapter Eleven","","3.3.53","3.25.32","sri-bhagavan uvaca devanam guna-linganam anusravika-karmanam sattva evaika-manaso vrttih svabhaviki tu ya animitta bhagavati bhaktih siddher gariyasi","स्रि-भगवन् उवच देवनम् गुन-लिन्गनम् अनुस्रविक-कर्मनम् सत्त्व एवैक-मनसो व्र्त्तिह् स्वभविकि तु य अनिमित्त भगवति भक्तिह् सिद्धेर् गरियसि","sri-bhagavan uvaca--the Supreme Personality of Godhead said; devanam-- of the senses or of the presiding deities of the senses; guna-linganam- -which detect sense objects; anusravika--according to scripture; karmanam--which work; sattve--unto the mind or unto the Lord; eva-- only; eka-manasah--of a man of undivided mind; vrttih--inclination; svabhaviki--natural; tu--in fact; ya--which; animitta--without motive; bhagavati--to the Personality of Godhead; bhaktih--devotional service; siddheh--than sal vation; gariyasi--better. TRANSLATION Lord Kapila said: The senses are symbolic representations of the demigods, and their natural inclination is to work under the direction of the Vedic injunctions. As the senses are representatives of the demigods, so the mind is the representative of the Supreme Personality of Godhead. The mind's natural duty is to serve. When that service spirit is engaged in devotional service to the Personality of Godhead, without any motive, that is far better even than salvation. jarayaty asu ya kosam nigirnam analo yatha jarayati--dissolves; asu--quickly; ya--which; kosam--the subtle body; nigirnam--things eaten; analah--fire; yatha--as. TRANSLATION Bhakti, devotional service, dissolves the subtle body of the living entity without separate effort, just as fire in the stomach digests all that we eat. 11/11/1111! ||} eee ee a PURE KRSNA CONSCIOUSNESS, OR LIBERATION IN DEVOTIONAL SERVICE, IS ATTAINED BY THAT PERSON WHOM IT PLEASES THE LORD TO CHOOSE. THE LORD CHOOSES THAT PERSON WHO PLEASES HIM BY LOVING SERVICE, EVEN IF THAT PERSON FALLS DOWN. HE DOES NOT CHOOSE THE RENUNCIATES WHO ATTEMPT TO ATTAIN HIM BY MEANS OTHER THAN LOVING DEVOTIONAL SERVICE.","Lord Kapila said: The senses are symbolic representations of the demigods, and their natural inclination is to work under the direction of the Vedic injunctions. As the senses are representatives of the demigods, so the mind is the representative of the Supreme Personality of Godhead. The mind's natural duty is to serve. When that service spirit is engaged in devotional service to the Personality of Godhead, without any motive, that is far better even than salvation. jarayaty asu ya kosam nigirnam analo yatha jarayati--dissolves; asu--quickly; ya--which; kosam--the subtle body; nigirnam--things eaten; analah--fire; yatha--as. TRANSLATION Bhakti, devotional service, dissolves the subtle body of the living entity without separate effort, just as fire in the stomach digests all that we eat. 11/11/1111! ||} eee ee a PURE KRSNA CONSCIOUSNESS, OR LIBERATION IN DEVOTIONAL SERVICE, IS ATTAINED BY THAT PERSON WHOM IT PLEASES THE LORD TO CHOOSE. THE LORD CHOOSES THAT PERSON WHO PLEASES HIM BY LOVING SERVICE, EVEN IF THAT PERSON FALLS DOWN. HE DOES NOT CHOOSE THE RENUNCIATES WHO ATTEMPT TO ATTAIN HIM BY MEANS OTHER THAN LOVING DEVOTIONAL SERVICE."
"Chapter Eleven","","3.3.55","11.11.42","suryo 'gnir brahmana gavo vaisnavah kham maruj jalam bhur atma sarva-bhutani bhadra puja-padani me","सुर्यो 'ग्निर् ब्रह्मन गवो वैस्नवह् खम् मरुज् जलम् भुर् अत्म सर्व-भुतनि भद्र पुज-पदनि मे","suryah--the sun; agnih--fire; brahmanah--the brahmanas; gavah--the cows; vaisnavah--the devotee of the Lord; kham--the sky; marut--the wind; jalam--water; bhuh--the earth; atma--the individual soul; sarva- bhutani--all living entities; bhadra--O saintly Uddhava; puja--of worship; padani--the places; me--of Me. TRANSLATION O saintly Uddhava, please know that you may worship Me in the sun, fire, brahmanas, cows, Vaisnavas, sky, wind, water, earth, individual soul and all living entities.","O saintly Uddhava, please know that you may worship Me in the sun, fire, brahmanas, cows, Vaisnavas, sky, wind, water, earth, individual soul and all living entities."
"Chapter Eleven","","3.3.55","1.13.1","bhavad-vidha bhagavatas tirtha-bhutah svayam vibho tirthi-kurvanti tirthani svantah-sthena gadabhrta","भवद्-विध भगवतस् तिर्थ-भुतह् स्वयम् विभो तिर्थि-कुर्वन्ति तिर्थनि स्वन्तह्-स्थेन गदभ्र्त","bhavat--your good self; vidhah--like; bhagavatah--devotees; tirtha--the holy places of pilgrimage; bhutah--converted into; svayam--personally; vibho--O powerful one; tirthi-kurvanti--make into a holy place of pilgrimage; tirthani--the holy places; sva-antah-sthena--having been situated in the heart; gada-bhrta--the Personality of Godhead. TRANSLATION My Lord, devotees like your good self are verily holy places personified. Because you carry the Personality of Godhead within your heart, you turn all places into places of pilgrimage. attains nm his CHHANDOGYA UPANISAD (3.14.1) DESCRIBES TWO MOODS OF WORSHIP OF THE SUPREME LORD: MADHURYA (SWEETNESS) AND AISVARYA (OPULENCE). ACCORDING TO THE MOOD OF WORSHIP, THE DEVOTEE ATTAINS AN ETERNAL RELATIONSHIP WITH A CORRESPONDING FORM OF THE SUPREME LORD.","My Lord, devotees like your good self are verily holy places personified. Because you carry the Personality of Godhead within your heart, you turn all places into places of pilgrimage. attains nm his CHHANDOGYA UPANISAD ("
"Chapter Eleven","","3.3.56","3.9.11","tvam bhakti-yoga-paribhavita-hrt-saroja asse sruteksita-patho nanu natha pumsam yad-yad-dhiya ta urugaya vibhavayanti tat-tad-vapuh pranayase sad-anugrahaya","त्वम् भक्ति-योग-परिभवित-ह्र्त्-सरोज अस्से स्रुतेक्सित-पथो ननु नथ पुम्सम् यद्-यद्-धिय त उरुगय विभवयन्ति तत्-तद्-वपुह् प्रनयसे सद्-अनुग्रहय","tvam--unto You; bhakti-yoga--in devotional service; paribhavita--being one hundred percent engaged; hrt--of the heart; saroje--on the lotus; asse--You reside; sruta-iksita--seen through the ear; pathah--the path; nanu--now; natha--O my Lord; pumsam--of the devotees; yat-yat-- whichever; dhiya--by meditating; te--Your; urugaya--O multiglorious; vibhavayanti--they specifically think of; tat-tat--the very same; vapuh--transcendental form; pranayase--do You manifest; sat-anugrahaya- -to show Your causeless mercy. TRANSLATION O my Lord, Your devotees can see You through the ears by the process of bona fide hearing, and thus their hearts become cleansed, and You take Your seat there. You are so merciful to Your devotees that You manifest Yourself in the particular eternal form of transcendence in which they always think of You. ACCORDING TO THE DESIRE OF THE SUPREME LORD, DEVOTEES RELISH PARTICULAR FLAVORS OF DEVOTION, EVEN THOUGH THEY APPRECIATE ALL FORMS OF DEVOTIONAL SERVICE TO ALL FORMS OF THE LORD. THUS PARTICULAR DEVOTEES ASSUME PARTICULAR ROLES OF LOVING SERVICE TO PARTICULAR FORMS OF THE LORD.","O my Lord, Your devotees can see You through the ears by the process of bona fide hearing, and thus their hearts become cleansed, and You take Your seat there. You are so merciful to Your devotees that You manifest Yourself in the particular eternal form of transcendence in which they always think of You. ACCORDING TO THE DESIRE OF THE SUPREME LORD, DEVOTEES RELISH PARTICULAR FLAVORS OF DEVOTION, EVEN THOUGH THEY APPRECIATE ALL FORMS OF DEVOTIONAL SERVICE TO ALL FORMS OF THE LORD. THUS PARTICULAR DEVOTEES ASSUME PARTICULAR ROLES OF LOVING SERVICE TO PARTICULAR FORMS OF THE LORD."
"Chapter Eleven","","3.3.57","5.17.18","bhaje bhajanyarana-pada-pankajam bhagasya krtsnasya param parayanam bhaktesv alam bhavita-bhuta-bhavanam bhavapaham tva bhava-bhavam isvaram","भजे भजन्यरन-पद-पन्कजम् भगस्य क्र्त्स्नस्य परम् परयनम् भक्तेस्व् अलम् भवित-भुत-भवनम् भवपहम् त्व भव-भवम् इस्वरम्","bhaje--I worship; bhajanya--O worshipable Lord; arana-pada-pankajam-- whose lotus feet protect His devotees from all fearful situations; bhagasya--of opulences; krtsnasya--of all different varieties (wealth, fame, strength, knowledge, beauty and renunciation); param--the best; parayanam--the ultimate shelter; bhaktesu--to the devotees; alam-- beyond value; bhavita-bhuta-bhavanam--who manifests His different forms for the satisfaction of His devotees; bhava-apaham--who stops the devotees' repetition of birth and death; tva--unto You; bhava-bhavam-- who is the origin of the material creation; isvaram--the Supreme Personality of Godhead. TRANSLATION O my Lord, You are the only worshipable person, for You are the Supreme Personality of Godhead, the reservoir of all opulences. Your secure lotus feet are the only source of protection for all Your devotees, whom You satisfy by manifesting Yourself in various forms. o my Lord, You deliver Your devotees from the clutches of material existence. Nondevotees, however, remain entangled in material existenc by Your will. Kindly accept me as Your eternal servant. AFTER LIBERATION, THE DEVOTEE ETERNALLY SERVES THAT FORM OF THE LORD TO WHOM HE DEVELOPED ATTACHMENT.","O my Lord, You are the only worshipable person, for You are the Supreme Personality of Godhead, the reservoir of all opulences. Your secure lotus feet are the only source of protection for all Your devotees, whom You satisfy by manifesting Yourself in various forms. o my Lord, You deliver Your devotees from the clutches of material existence. Nondevotees, however, remain entangled in material existenc by Your will. Kindly accept me as Your eternal servant. AFTER LIBERATION, THE DEVOTEE ETERNALLY SERVES THAT FORM OF THE LORD TO WHOM HE DEVELOPED ATTACHMENT."
"Chapter Eleven","","3.3.58","7.1.32","gopyah kamad bhayat kamso dvesac caidyadayo nrpah sambandhad vrsnayah snehad yuyam bhaktya vayam vibho","गोप्यह् कमद् भयत् कम्सो द्वेसच् चैद्यदयो न्र्पह् सम्बन्धद् व्र्स्नयह् स्नेहद् युयम् भक्त्य वयम् विभो","gopyah--the gopis; kamat--out of lusty desires; bhayat--out of fear; kamsah--King Kamsa; dvesat--out of envy; caidya-adayah--Sisupala and others; nrpah--kings; sambandhat--out of kinship; vrsnayah--the Vrsnis or the Yadavas; snehat--out of affection; yuyam--you (the Pandavas) ; bhaktya--by devotional service; vayam--we; vibho--O great King. TRANSLATION My dear King Yudhisthira, the gopis by their lusty desires, Kamsa by his fear, Sisupala and other kings by envy, the Yadus by their familial relationship with Krsna, you Pandavas by your great affection for Krsna, and we, the general devotees, by our devotional service, have obtained the mercy of Krsna. katamo 'py na venah syat pancanam purusam prati tasmat kenapy upayena manah krsne nivesayet katamah api--anyone; na--not; venah--the atheistic King Vena; syat-- would adopt; pancanam--of the five (previously mentioned); purusam--the Supreme Personality of Godhead; prati--in regard to; tasmat--therefore; kenapi--by any; upayena--means; manah--the mind; krsne--in Krsna; nivesayet--one should fix. TRANSLATION Somehow or other, one must consider the form of Krsna very seriously. Then, by one of the five different processes mentioned above, one can return home, back to Godhead. Atheists like King Vena, however, being unable to think of Krsna's form in any of these five ways, cannot attain salvation. Therefore, one must somehow think of Krsna, whether in a friendly way or inimically. -A -L ikarana 29: The multiple forms and pastimes of the me - d. - ~ -- ""ठ -- HK -- o -- dh or [¬ THOUGH A DEVOTEE CULTIVATING BHAVA-BHAKTI AS DESCRIBED ABOVE WORSHIPS A PARTICULAR FORM OF THE SUPREME LORD, HE ALWAYS REMEMBERS THAT THE MOST IMPORTANT FEATURE OF THE LORD IS HIS ENDLESS VARIETY OF FORMS AND PASTIMES. ONLY BY UNDERSTANDING THIS FEATURE OF THE SUPREME LORD CAN ONE KNOW THE MEANING OF 'ETERNAL PASTIMES.'","My dear King Yudhisthira, the gopis by their lusty desires, Kamsa by his fear, Sisupala and other kings by envy, the Yadus by their familial relationship with Krsna, you Pandavas by your great affection for Krsna, and we, the general devotees, by our devotional service, have obtained the mercy of Krsna. katamo 'py na venah syat pancanam purusam prati tasmat kenapy upayena manah krsne nivesayet katamah api--anyone; na--not; venah--the atheistic King Vena; syat-- would adopt; pancanam--of the five (previously mentioned); purusam--the Supreme Personality of Godhead; prati--in regard to; tasmat--therefore; kenapi--by any; upayena--means; manah--the mind; krsne--in Krsna; nivesayet--one should fix. TRANSLATION Somehow or other, one must consider the form of Krsna very seriously. Then, by one of the five different processes mentioned above, one can return home, back to Godhead. Atheists like King Vena, however, being unable to think of Krsna's form in any of these five ways, cannot attain salvation. Therefore, one must somehow think of Krsna, whether in a friendly way or inimically. -A -L ikarana 29: The multiple forms and pastimes of the me - d. - ~ -- ""ठ -- HK -- o -- dh or [¬ THOUGH A DEVOTEE CULTIVATING BHAVA-BHAKTI AS DESCRIBED ABOVE WORSHIPS A PARTICULAR FORM OF THE SUPREME LORD, HE ALWAYS REMEMBERS THAT THE MOST IMPORTANT FEATURE OF THE LORD IS HIS ENDLESS VARIETY OF FORMS AND PASTIMES. ONLY BY UNDERSTANDING THIS FEATURE OF THE SUPREME LORD CAN ONE KNOW THE MEANING OF 'ETERNAL PASTIMES.'"
"Chapter Eleven","","3.3.59","2.1.39","sa samadhi-vrtty-anubhuta-sama atma yatha svapna janeksitaikah tam satyam ananda-nidhim bhajeta nanyatra sajjed yata atma-patah","स समधि-व्र्त्त्य्-अनुभुत-सम अत्म यथ स्वप्न जनेक्सितैकह् तम् सत्यम् अनन्द-निधिम् भजेत नन्यत्र सज्जेद् यत अत्म-पतह्","sah--H (the Supreme Person); samadhi-vrtti--the process of realization by all sorts of intelligence; anubhuta--cognizant; sarve--everyone; atma--the Supersoul; yatha--as much as; svapna jana--a person dreaming; iksita--seen by; ekah--one and the sa me; tam--unto Him; satyam--the Supreme Truth; ananda-nidhim--the ocean of bliss; bhajeta--must one worship; na--never; anyatra--anything else; sajjet--be attached; yatah- -whereby; atma-patah--degradation of oneself. TRANSLATION One should concentrate his mind upon the Supreme Personality of Godhead, who alone distributes Himself in so many manifestations just as ordinary persons create thousands of manifestations in dreams. One must concentrate the mind on Him, the only all-blissful Absolute Truth. Otherwise one will be misled and will cause his own degradation. 2.1o.36 sa vacya-vacakataya bhagavan brahma-rupa-dhrk nama-rupa-kriya dhatte sakarmakarmakah parah sah--He; vacya--by His forms and activities; vacakataya--by His transcendental qualities and entourage; bhagavan--the Personality of Godhead; brahma--absolute; rupa-dhrk--by accepting visible forms; nama- -name; rupa--form; kriya--pastimes; dhatte--ac cepts; sakarma--engaged in work; akarmakah--without being affected; parah--transcendence. TRANSLATION He, the Personality of Godhead, manifests Himself ina transcendental form, being the subject of His transcendental name, quality, pastimes, entourage and transcendental variegatedness. Although He is unaffected by all such activities, He appears to be so engaged. 1o.69.2 citram bataitad ekena vapusa yugapat prthak ghesu dvy-asta-sahasram striya eka udavahat citram--wonderful; bata--ah; etat--this; ekena--with a single; vapusu- -body; yugapat--simultaneously; prthak--separate; grhesu--in residences; dvi--two times; asta--eight; sahasram--thousand; striyah-- women; ekah--alone; udhavahat--He married. TRANSLATION He thought, ""It is quite amazing that in a single body Lord Krsna simultaneously married sixteen thousand women, each in a separate palace.""","One should concentrate his mind upon the Supreme Personality of Godhead, who alone distributes Himself in so many manifestations just as ordinary persons create thousands of manifestations in dreams. One must concentrate the mind on Him, the only all-blissful Absolute Truth. Otherwise one will be misled and will cause his own degradation. 2.1o.36 sa vacya-vacakataya bhagavan brahma-rupa-dhrk nama-rupa-kriya dhatte sakarmakarmakah parah sah--He; vacya--by His forms and activities; vacakataya--by His transcendental qualities and entourage; bhagavan--the Personality of Godhead; brahma--absolute; rupa-dhrk--by accepting visible forms; nama- -name; rupa--form; kriya--pastimes; dhatte--ac cepts; sakarma--engaged in work; akarmakah--without being affected; parah--transcendence. TRANSLATION He, the Personality of Godhead, manifests Himself ina transcendental form, being the subject of His transcendental name, quality, pastimes, entourage and transcendental variegatedness. Although He is unaffected by all such activities, He appears to be so engaged. 1o.69.2 citram bataitad ekena vapusa yugapat prthak ghesu dvy-asta-sahasram striya eka udavahat citram--wonderful; bata--ah; etat--this; ekena--with a single; vapusu- -body; yugapat--simultaneously; prthak--separate; grhesu--in residences; dvi--two times; asta--eight; sahasram--thousand; striyah-- women; ekah--alone; udhavahat--He married. TRANSLATION He thought, ""It is quite amazing that in a single body Lord Krsna simultaneously married sixteen thousand women, each in a separate palace."""
"Chapter Eleven","","3.3.59","2.9.32","yavan aham yatha-bhavo yad-rupa-guna-karmakah tathaiva tattva-vijnanam astu te mad-anugrahat","यवन् अहम् यथ-भवो यद्-रुप-गुन-कर्मकह् तथैव तत्त्व-विज्ननम् अस्तु ते मद्-अनुग्रहत्","yavan--as I am in eternal form; aham--Myself; yatha--as much as; bhavah--transcendental existence; yat--those; rupa--various forms and colors; guna--qualities; karmakah--activities; tatha--so and so; eva--certainly; tattva-vijnanam--factual realization; astu--let it be; te--unto you; mat--My; anugrahat--by causeless mercy. TRANSLATION All of Me, namely My actual eternal form and My transcendental existence, color, qualities and activities--let all be awakened within you by factual realization, out of My causeless mercy. o -- HK -- o -- ~ --","All of Me, namely My actual eternal form and My transcendental existence, color, qualities and activities--let all be awakened within you by factual realization, out of My causeless mercy. o -- HK -- o -- ~ --"
"Chapter Eleven","","3.3.59","11.5.2","sri-karabhajana uvaca krtam treta dvaparam ca kalir ity esu kesavah nana-varnabhidhakaro nanaiva vidhinejyate","स्रि-करभजन उवच क्र्तम् त्रेत द्वपरम् च कलिर् इत्य् एसु केसवह् नन-वर्नभिधकरो ननैव विधिनेज्यते","sri-karabhajana uvaca--Sri Karabhajana said; krtam--Satya; treta-- Treta; dvaparam--Dvapara; ca--and; kalih--Kali; iti--thus named; esu-- in those ages; kesavah--the Supreme Lord, Kesavah; nana--various; varna--having complexions; abhidha--names; akarah--and forms; nana-- various; eva--similarly; vidhina--by processes; ijyate--is worshiped. TRANSLATION Sri Karabhajana replied: In each of the four yugas, or ages--Krta, Treta, Dvapara, and Kali--Lord Kesava appears with various complexions, names and forms and is thus worshiped by various processes. ॥ ta 1 1 ॥ । ।॥ ॥ rrr tt | । । | । । । । । 1 tt ॥ ॥ or ॥ ॥ tt ONE SHOULD DEDICATE HIMSELF TO MEDITATING UPON AND RENDERING DEVOTIONAL SERVICE TO A PARTICULAR FORM OF THE LORD AS PRESCRIBED BY A PARTICULAR COMMUNITY OF SAINTLY DEVOTEES. THIS IS EKANTA-BHAKTI, THE BEST WAY TO CULTIVATE PURE LOVE OF GODHEAD.","Sri Karabhajana replied: In each of the four yugas, or ages--Krta, Treta, Dvapara, and Kali--Lord Kesava appears with various complexions, names and forms and is thus worshiped by various processes. ॥ ta 1 1 ॥ । ।॥ ॥ rrr tt | । । | । । । । । 1 tt ॥ ॥ or ॥ ॥ tt ONE SHOULD DEDICATE HIMSELF TO MEDITATING UPON AND RENDERING DEVOTIONAL SERVICE TO A PARTICULAR FORM OF THE LORD AS PRESCRIBED BY A PARTICULAR COMMUNITY OF SAINTLY DEVOTEES. THIS IS EKANTA-BHAKTI, THE BEST WAY TO CULTIVATE PURE LOVE OF GODHEAD."
"Chapter Eleven","","3.3.61","3.6.37","ekanta-labham vacaso nu pumsam susloka-mauler guna-vadam ahuh srutes ca vidvadbhir upakrtayam katha-sudhayam upasamprayoga m","एकन्त-लभम् वचसो नु पुम्सम् सुस्लोक-मौलेर् गुन-वदम् अहुह् स्रुतेस् च विद्वद्भिर् उपक्र्तयम् कथ-सुधयम् उपसम्प्रयोग म्","eka-anta--the one which has no comparison; labham--gain; vacasah--by discussions; nu pumsam--after the Supreme Person; susloka--pious; mauleh--activities; guna-vadam--glorification; ahuh--it is so said; sruteh--of the ear; ca--also; vidvadbhih--by the learned; upakrtayam-- being so edited; katha-sudhayam--in the nectar of such a transcendental message; upasamprayogam--serves the real purpose, being nearer to. TRANSLATION The highest perfectional gain of humanity is to engage in discussions of the activities and glories of the Pious Actor. Such activities are so nicely arranged in writing by the greatly learned sages that the actual purpose of the ear is served just by being near them.","The highest perfectional gain of humanity is to engage in discussions of the activities and glories of the Pious Actor. Such activities are so nicely arranged in writing by the greatly learned sages that the actual purpose of the ear is served just by being near them."
"Chapter Eleven","","3.3.61","3.25.25","satam prasangan mama virya-samvido bhavanti hrt-karna-rasayanah kathah taj josanad asv apavarga-vartmani sraddha ratir bhaktir anukramisyati","सतम् प्रसन्गन् मम विर्य-सम्विदो भवन्ति ह्र्त्-कर्न-रसयनह् कथह् तज् जोसनद् अस्व् अपवर्ग-वर्त्मनि स्रद्ध रतिर् भक्तिर् अनुक्रमिस्यति","satam--of pure devotees; prasangat--through the association; mama--My; virya--wonderful activities; samvidah--by discussion of; bhavanti-- become; hrt--to the heart; karna--to the ear; rasa-ayanah--pleasing; kathah--the stories; tat--of that; josanat--by cultivation; asu-- quickly; apavarga--of liberation; vartmani--on the path; sraddha--firm faith; ratih--attraction; bhaktih--devotion; anukramisyati--will follow in order. TRANSLATION In the association of pure devotees, discussion of the pastimes and activities of the Supreme Personality of Godhead is very pleasing and satisfying to the ear and the heart. By cultivating such knowledge one gradually becomes advanced on the path of liberation, and thereafter he is freed, and his attraction becomes fixed. Then real devotion and devotional service begin. 1o.4o.7 anye ca samskrtatmano vidhinabhihitena te yajanti tvan-mayas tvam vai bahu-murty-eka-murtikam anye--others; ca--and; samskrta--purified; atmanah--whos intelligence; vidhina--by the injunctions (of such scriptures as the Pancaratra); abhihitena--presented; te--by you; yajanti--worship; tvat-mayah--filled with thought of You; tvam--You; vai--indeed; bahu-murti--having many forms; eka-murtikam--having one form. TRANSLATION And yet others--those whose intelligence is pure--follow the injunctions of Vaisnava scriptures promulgated by You. Absorbing their minds in thought of You, they worship You as the one Supreme Lord manifesting in multiple forms. EKANTI-BHAKTAS PERFORM NITYA-PUJA, OR STEADFAST WORSHIP AIMED AT PERSONAL ASSOCIATION WITH THE SUPREME LORD. BUT EVEN IF ONE HAS OTHER DESTRES, HE SHOULD WORSHIP THE SUPREME LORD ALONE.","In the association of pure devotees, discussion of the pastimes and activities of the Supreme Personality of Godhead is very pleasing and satisfying to the ear and the heart. By cultivating such knowledge one gradually becomes advanced on the path of liberation, and thereafter he is freed, and his attraction becomes fixed. Then real devotion and devotional service begin. 1o.4o.7 anye ca samskrtatmano vidhinabhihitena te yajanti tvan-mayas tvam vai bahu-murty-eka-murtikam anye--others; ca--and; samskrta--purified; atmanah--whos intelligence; vidhina--by the injunctions (of such scriptures as the Pancaratra); abhihitena--presented; te--by you; yajanti--worship; tvat-mayah--filled with thought of You; tvam--You; vai--indeed; bahu-murti--having many forms; eka-murtikam--having one form. TRANSLATION And yet others--those whose intelligence is pure--follow the injunctions of Vaisnava scriptures promulgated by You. Absorbing their minds in thought of You, they worship You as the one Supreme Lord manifesting in multiple forms. EKANTI-BHAKTAS PERFORM NITYA-PUJA, OR STEADFAST WORSHIP AIMED AT PERSONAL ASSOCIATION WITH THE SUPREME LORD. BUT EVEN IF ONE HAS OTHER DESTRES, HE SHOULD WORSHIP THE SUPREME LORD ALONE."
"Chapter Eleven","","3.3.62","2.3.1","akamah sarva-kamo va moksa-kama udara-dhih tivrena bhakti-yogena yajeta purusam param","अकमह् सर्व-कमो व मोक्स-कम उदर-धिह् तिव्रेन भक्ति-योगेन यजेत पुरुसम् परम्","akamah--one who has transcended all material desires; sarva-kamah--one who has the sum total of material desires; va--either; moksa-kamah-- one who desires liberation; udara-dhih--with broader intelligence; tivrena--with great force; bhakti-yogena--by devotional service to the Lord; yajeta--should worship; purusam--the Lord; param--the supreme whole. TRANSLATION A person who has broader intelligence, whether he be full of all material desire, without any material desire, or desiring liberation, must by all means worship the supreme whole, the Personality of Godhead.","A person who has broader intelligence, whether he be full of all material desire, without any material desire, or desiring liberation, must by all means worship the supreme whole, the Personality of Godhead."
"Chapter Eleven","","3.3.62","5.19.27","satyam disaty arthitam arthito nrnam naivarthado yat punar arthita yatah svayam vidhatte bhajatam aniccatam iccapidhanam nija-pada-pallavam","सत्यम् दिसत्य् अर्थितम् अर्थितो न्र्नम् नैवर्थदो यत् पुनर् अर्थित यतह् स्वयम् विधत्ते भजतम् अनिच्चतम् इच्चपिधनम् निज-पद-पल्लवम्","satyam--certainly; disati--He offers; arthitam--the object prayed for; arthitah--being prayed to; nrnam--by the human beings; na--not; eva-- indeed; artha-dah--the bestower of benedictions; yat--which; punah-- again; arthita--a demand for a benediction; yatah--from which; svayam- -personally; vidhatte--He gives; bhajatam--unto those engaged in His service; anicchatam--although not desiring it; iccha-pidhanam--which covers all desirable things; nija-pada-pallavam--His own lotus feet. TRANSLATION The Supreme Personality of Godhead fulfills the material desires of a devotee who approaches Him with such motives, but He does not bestow benedictions upon the devotee that will cause him to demand more benedictions again. However, the Lord willingly gives the devot shelter at His own lotus feet, even though such a person does not aspire for it, and that shelter satisfies all his desires. That is the Supreme Personality's special mercy. nm ONE SHOULD MEDITATE UPON THE LIMBS OF THE SUPREME LORD'S TRANSCENDENTAL BODY, THE FINAL FOCUS BEING HIS SMILING FACE.","The Supreme Personality of Godhead fulfills the material desires of a devotee who approaches Him with such motives, but He does not bestow benedictions upon the devotee that will cause him to demand more benedictions again. However, the Lord willingly gives the devot shelter at His own lotus feet, even though such a person does not aspire for it, and that shelter satisfies all his desires. That is the Supreme Personality's special mercy. nm ONE SHOULD MEDITATE UPON THE LIMBS OF THE SUPREME LORD'S TRANSCENDENTAL BODY, THE FINAL FOCUS BEING HIS SMILING FACE."
"Chapter Eleven","","3.3.63","2.2.13","ekaikaso 'ngani dhiyanubhavayet padadi yavad dhasitam gadabhrtah jitam jitam sthanam apohya dharayet param param suddhyati dhir yatha yatha","एकैकसो 'न्गनि धियनुभवयेत् पददि यवद् धसितम् गदभ्र्तह् जितम् जितम् स्थनम् अपोह्य धरयेत् परम् परम् सुद्ध्यति धिर् यथ यथ","eka-ekasah--one to one, or one after another; angani--limbs; dhiya--by attention; anubhavayet--meditate upon; pada-adi--legs, etc.; yavat-- until; hasitam--smiling; gada-bhrtah--the personality of Godhead; jitam jitam--gradually controlling the mind; sthanam--place; apohya--leaving; dharayet--meditate upon; param param--higher and higher; suddhyati-- purified; dhih--intelligence; yatha yatha--as much as. TRANSLATION The process of meditation should begin from the lotus feet of the Lord and progress to His smiling face. The meditation should be concentrated upon the lotus feet, then the calves, then the thighs, and in this way higher and higher. The more the mind becomes fixed upon the different parts of the limbs, one after another, the more th intelligence becomes purified.","The process of meditation should begin from the lotus feet of the Lord and progress to His smiling face. The meditation should be concentrated upon the lotus feet, then the calves, then the thighs, and in this way higher and higher. The more the mind becomes fixed upon the different parts of the limbs, one after another, the more th intelligence becomes purified."
